epoch,acc,loss,val_acc,val_loss
0,0.370815899456894,1.764659754401969,0.11297071151528897,9.13618885024322
1,0.641213389121339,1.1534231581947294,0.11297071151528897,11.116451319291501
2,0.7290794979079498,0.8562740217192901,0.22594142290588204,4.89926817227607
3,0.8169456069439525,0.6588736346077221,0.29288702991218246,4.320050247543526
4,0.8373430959849179,0.5785731795442653,0.21757322194436604,10.720639599915827
5,0.8891213386627421,0.46116333850756847,0.10041841013536294,13.302452286915798
6,0.8535564856050404,0.4876766760977741,0.11924686236112188,9.72962671144238
7,0.8838912133891214,0.4299387302109387,0.6338912123915541,1.4926758530748439
8,0.8797071132201031,0.41306245514039713,0.41213389146278095,2.4557195697369436
9,0.8901673642661282,0.3821750964704418,0.5794979072016153,3.021377079656433
10,0.897489539748954,0.3648396654358469,0.18619246893098665,3.9473868034873547
11,0.9027196655213583,0.3387177123933656,0.30125523062430665,2.798120222331091
12,0.916317991881191,0.2949008455336343,0.5418410056804513,1.9676645535305455
13,0.9116108786610879,0.3058148595079717,0.11506276194271184,8.61663881405627
14,0.9100418407547923,0.2887379558265957,0.5962343091246474,1.1856394512384008
15,0.9335774056083488,0.24917602913150227,0.30753138150131354,4.607431064589751
16,0.9184100418410042,0.2764574066116221,0.10041841013536294,14.531913693479913
17,0.9074267784920697,0.3039808715985909,0.30962343171051854,7.1745107163944
18,0.9032426778242678,0.29761822241120756,0.18410041872178162,11.405836576198434
19,0.9225941420100224,0.2601170215646592,0.20711297089834094,5.149496264038724
20,0.9309623430962343,0.23484235777515747,0.665271966028413,1.1951783157292768
21,0.9388075313807531,0.23176858864069982,0.3451882850176121,2.2520614174120595
22,0.9398535564853556,0.21904926881131767,0.2991631805397975,4.157131701832536
23,0.9445606692066751,0.19510129031775886,0.6757322168250463,0.8446840796011761
24,0.9544979079497908,0.1809506487709209,0.920502092299601,0.24005568463932023
25,0.9309623430962343,0.21700647859892586,0.5941422611599687,1.8363391559991877
26,0.9262552298761312,0.25053507008562526,0.8577405860234504,0.7472809134168106
27,0.9377615062761506,0.2116768939973919,0.7384937248469396,0.9190976100985475
28,0.9424686189974701,0.21069503622324398,0.8117154816703318,0.6342159898710051
29,0.9419456064451689,0.20542900912681883,0.9476987450192663,0.19713622181984172
30,0.9518828454376763,0.17559032397788937,0.4665271969021115,3.0615269389611406
31,0.9518828449388927,0.1615234686365686,0.8179916322979468,0.49996369403775265
32,0.9576359835129902,0.1592493108999779,0.7364016743883428,0.893138736361739
33,0.9450836822577601,0.1831769650201917,0.8995815884618081,0.28184814084025106
34,0.9597280337221952,0.1479230509081146,0.615062761755668,1.2760032899210143
35,0.9503138075313807,0.15717653998769976,0.6276150625121144,2.286057681718132
36,0.9712343096234309,0.12376426649766986,0.8933054395799358,0.33966190938420876
37,0.9565899581589958,0.13702785116951585,0.7071129717088643,1.1342987086483625
38,0.948744769874477,0.16190002609246945,0.6945606774366052,1.2896074814776497
39,0.9513598328853751,0.15832343529208434,0.38284518853391064,4.094607470923388
40,0.9628661085372191,0.13171951167254267,0.5523012552301255,3.315636860276865
41,0.9592050206711102,0.13732673430417872,0.9184100400952615,0.2338944000803776
42,0.9722803347280334,0.10758465459905409,0.9623430944885669,0.13743524421707856
43,0.9780334728033473,0.0902602601188496,0.9644351464435147,0.12554058971888848
44,0.9801255230125523,0.08695439857169673,0.9497907932333368,0.14818833752780777
45,0.9811715481171548,0.07985052996350132,0.9665271949069769,0.11406704318947374
46,0.9811715481171548,0.08297372249317468,0.979079496162207,0.09371692508022655
47,0.9796025102108592,0.09488482710956031,0.9769874476987448,0.08905505535492837
48,0.983786610878661,0.08019303422904414,0.9853556467898221,0.0938221115821575
49,0.9843096234309623,0.08169290972055251,0.970711295325387,0.11597240223670105
